"filename", "language", "Dart", "comment", "blank", "total"
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\assets_path.dart", "Dart", 44, 3, 8, 55
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\colors.dart", "Dart", 42, 2, 18, 62
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\components_barrel.dart", "Dart", 8, 1, 2, 11
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\contants.dart", "Dart", 6, 0, 3, 9
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\firebase_vars.dart", "Dart", 2, 0, 2, 4
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\pick_image.dart", "Dart", 22, 1, 4, 27
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\primary_button.dart", "Dart", 62, 0, 2, 64
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\progress_indicator.dart", "Dart", 10, 0, 3, 13
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\secondary_button.dart", "Dart", 14, 1, 2, 17
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\snack_bar.dart", "Dart", 37, 5, 2, 44
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\text.dart", "Dart", 21, 0, 2, 23
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\textfield.dart", "Dart", 51, 5, 3, 59
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\time_format.dart", "Dart", 15, 0, 2, 17
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\components\url_launcher.dart", "Dart", 12, 3, 2, 17
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\firebase_options.dart", "Dart", 66, 12, 6, 84
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\main.dart", "Dart", 356, 26, 29, 411
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\models\appointments.dart", "Dart", 80, 2, 4, 86
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\models\experts_model.dart", "Dart", 54, 2, 5, 61
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\models\user_model.dart", "Dart", 40, 2, 4, 46
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\navigation\navigator.dart", "Dart", 14, 0, 3, 17
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\providers\appointment_provider.dart", "Dart", 243, 47, 31, 321
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\providers\auth_provider.dart", "Dart", 277, 40, 42, 359
"g:\Local Disk F\Source Codes\Flutter\wasta\lib\providers\bottom_narbar_provider.dart", "Dart", 19, 0, 8, 27
